uid,url,movie_name,movie_Image,genre,release_date,grade,main_cast,director,critics_rating,cast,crew,producer,crew_roles,critics_review,story,audience_rating,genre2,release_year,main_cast2,director2,cast2,crew2,story_brief
35ac4828-349c-11eb-9196-780cb88b6f04,https://www.filmibeat.com/telugu/movies/kathrina-kareena-madyalo-kamalhasan.html,kathrina kareena madyalo kamalhasan,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/kathrina-kareena-madyalo-kamalhasan-20170407101624-15944.jpg,"Comedy, Romance",7-Apr-17,A,"Potti Prasad, Pavani",ratna korepally,che,"Potti Prasad, Pavani, Sonali Dixit, Jeeva, Rocket Raghava, Khayyum Ali","Ratna Korepally, Srinu Vijjagiri, Srikar",Srinu Vijjagiri,Director Producer Music Director,[],"Katrina Kareena Madhyalo Kamal Haasan is a horror movie written and directed by Ratna Korepally and jointly produced by Srinu Vijjagiri and Prasad Kumar while K. Sreekar scored music for this movie.Potti Prasad, Pavani and Sonali Dixit are played the main lead roles along with Khayyum, Rocket Raghava, Ananth, Jeeva are seen in supporting roles in this movie.",4.5,comedy romance,2017,pottiprasad  pavani,ratnakorepally,pottiprasad  pavani  sonalidixit  jeeva  rocketraghava  khayyumali,ratnakorepally  srinuvijjagiri  srikar,katrina kareena madhyalo kamal haasan horror movi written direct ratna korep jointli produc srinu vijjagiri prasad kumar sreekar score music movi potti prasad pavani sonali dixit play main lead role along khayyum rocket raghava ananth jeeva seen support role movi
37d49f76-349c-11eb-8198-780cb88b6f04,https://www.filmibeat.com/telugu/movies/enthavaraku-ee-prema.html,enthavaraku ee prema,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/enthavaraku-ee-prema-20170406170407-15936.jpg,Romance,7-Apr-17,U/A,"Jeeva, Kajal Aggarwal",deekay,che,"Jeeva, Kajal Aggarwal, Sunaina, Bobby Simha, Sruthi Ramakrishnan, RJ Balaji, Manobala, Jyothi Lakshmi, Mayilsami","Deekay, D Venkatesh, Leon James",D Venkatesh,Director Producer Music Director,[],"Enthavaraku Ee Prema movie is a dubbed version of Tamil movie Kavalai Vendam is a Tamil movie direction by Deekay and Telugu dubbing rights bagged by D.venkatesh while Leon James scored music for this movie.Jeeva, Kajal Aggarwal and Sunaina are played the main lead roles along with Bobby Simha, Shruti Ramakrishnan are seen in important roles in this movie.StoryEnthavaraku Ee Prema movies story is about the recent married couple and their life before the divorce. The movie opens with Divya (Kajal Agarwal) having conversation wuth her friend about her wedding to Arjun (Bobby Simha) and explains in detail about her ex-husband Aravind (Jeeva) whom she intends to divorce as they are not compatible.Aravind grown up with his school friends (RJ Balaji and Balasaravanan) they used to have full fun every time. When Divya approaches Aravind to get sign in divorce papers, he agrees to sign the papers with the condition that she should live with him for one week as a good wife to him. Here in other side Deepa (Sunaina) has one side love with Aravind. What happens next? Is rest of the story to be watched in big screen.",3.5,romance,2017,jeeva  kajalaggarwal,deekay,jeeva  kajalaggarwal  sunaina  bobbysimha  sruthiramakrishnan  rjbalaji  manobala  jyothilakshmi  mayilsami,deekay  dvenkatesh  leonjames,enthavaraku prema movi dub version tamil movi kavalai vendam tamil movi direct deekay telugu dub right bag venkatesh leon jame score music movi jeeva kajal aggarw sunaina play main lead role along bobbi simha shruti ramakrishnan seen import role movi storyenthavaraku prema movi stori recent marri coupl life divorc movi open divya kajal agarw convers wuth friend wed arjun bobbi simha explain detail aravind jeeva intend divorc compat aravind grown school friend balaji balasaravanan use full fun everi time divya approach aravind get sign divorc paper agre sign paper condit live one week good wife side deepa sunaina one side love aravind happen next rest stori watch big screen
3a87f8eb-349c-11eb-ab3f-780cb88b6f04,https://www.filmibeat.com/telugu/movies/chinni-chinni-asalu-nalo-regene.html,chinni chinni asalu nalo regene,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/chinni-chinni-asalu-nalo-regene-20170403145144-15920.jpg,Romance,7-Apr-17,,"Pavan, Sonia Deepti",santhosh nelanti,che,"Pavan, Sonia Deepti, Manu, Shakalaka Shankar, Thagubothu Ramesh, Geeta Singh","Santhosh Nelanti, Rajini Gattu, Rap Rock Shakeel",Rajini Gattu,Director Producer Music Director,[],"Chinni Chinni Asalu Nalo Regene movie is a romantic musical entertainer written and directed by Santhosh Nelanti and jointly produced by Rajini Gattu and Soni Pavan while Rap Rock Shakeel scored music for this moviePavan, Sonia Deepti and Manu are played the main lead roles in this movie.",1.75,romance,2017,pavan  soniadeepti,santhoshnelanti,pavan  soniadeepti  manu  shakalakashankar  thagubothuramesh  geetasingh,santhoshnelanti  rajinigattu  raprockshakeel,chinni chinni asalu nalo regen movi romant music entertain written direct santhosh nelanti jointli produc rajini gattu soni pavan rap rock shakeel score music moviepavan sonia deepti manu play main lead role movi
3d19b6d0-349c-11eb-bdef-780cb88b6f04,https://www.filmibeat.com/telugu/movies/lakshmidevi-samarpinchu-nede-chudandi.html,lakshmidevi samarpinchu nede chudandi,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/lakshmidevi-samarpinchu-nede-chudandi-20170403143811-15919.jpg,"Comedy, Romance",7-Apr-17,,"Akhil, Charan",jakee atheek,che,"Akhil, Charan, Kiran, Poonam, Sana, Naresh, Amani, Nagendra Babu, Gundu Sudarshan","Jakee Atheek, Meruva Subba Reddy, Srikoti",Meruva Subba Reddy,Director Producer Music Director,[],"Lakshmidevi Samarpinchu Nede Chudandi movie is a romantic comedy entertainer written and directed by Jakee Atheek and produced by Meruva Subba Reddy under Colors And Claps Entertainments banner while Srikoti scored music for this movieAkhil, Charan, Kiran, Poonam and Sana are played the main lead roles along with Naresh, Amani, Naga Babu, Gundu Sudarshan are seen in supporting roles in this movie.",3.5,comedy romance,2017,akhil  charan,jakeeatheek,akhil  charan  kiran  poonam  sana  naresh  amani  nagendrababu  gundusudarshan,jakeeatheek  meruvasubbareddy  srikoti,lakshmidevi samarpinchu nede chudandi movi romant comedi entertain written direct jake atheek produc meruva subba reddi color clap entertain banner srikoti score music movieakhil charan kiran poonam sana play main lead role along naresh amani naga babu gundu sudarshan seen support role movi
3fa00984-349c-11eb-a39f-780cb88b6f04,https://www.filmibeat.com/telugu/movies/mande-suryudu.html,mande suryudu,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/mande-suryudu-20170403142303-15918.jpg,"Action, Thriller",7-Apr-17,U/A,"Arya, Hansika Motwani",magizh thirumeni,che,"Arya, Hansika Motwani, Ashutosh Rana, Sudhanshu Pandey, Ashish Vidhyarthi, Anupama Kumar, Ramana, Avinash, Harish Uthaman","Magizh Thirumeni, Bellamkonda Venkateswarlu, Thaman S",Bellamkonda Venkateswarlu,Director Producer Music Director,[],"Mande Suryudu movie is a dubbed version of Tamil movie and it is action drama film directed by Magizh Thirumeni and Telugu dubbing rights brought by Bellamkonda Venkateswarlu while Thaman S scored music for this movieArya Hansika Motwani are played the main lead roles along with Ashutosh Rana, Ashish Vidhyarthi, Anupama Kumar, Ramana are seen in supporting roles in this movie.StoryMande Suryudu movie runs in the backdrop of Goa. Jothi Bhai is one of the drugs dealing leader in Goa and a young drug cartel employee Shiva played by Arya and Chandra played by Ramana plays undercover cops in this film. They are part of an undercover operation to bring down the drug mafia.Jothi Bhai maintains a low profile to escape from the law and also controls each and everything without showing his face. Vasu and Bharthi, two senior and high profile cops plan a secret mission to arrest Jothi Bhai and his J Company. They have an undercover police officer in Jothi Bhai gang for more than 4 years, but can’t able to trace him.Hansika plays as Arya's neighbor named Usha (Hansika Motwani), a software engineer. Hansika starts romancing with Arya. The two undercover cops became the part of the mafia group and they earn the trust of two different gangs. But one day, the mafia group notices the real fact. The mafia groups know the truth of Shiva and Chandra.What happens to Shiva and Chandra? What Mafia groups will do? Will undercover cops survive? The rest of the story to be watched on big screen.",3.25,action thriller,2017,arya  hansikamotwani,magizhthirumeni,arya  hansikamotwani  ashutoshrana  sudhanshupandey  ashishvidhyarthi  anupamakumar  ramana  avinash  harishuthaman,magizhthirumeni  bellamkondavenkateswarlu  thamans,mand suryudu movi dub version tamil movi action drama film direct magizh thirumeni telugu dub right brought bellamkonda venkateswarlu thaman score music moviearya hansika motwani play main lead role along ashutosh rana ashish vidhyarthi anupama kumar ramana seen support role movi storymand suryudu movi run backdrop goa jothi bhai one drug deal leader goa young drug cartel employe shiva play arya chandra play ramana play undercov cop film part undercov oper bring drug mafia jothi bhai maintain low profil escap law also control everyth without show face vasu bharthi two senior high profil cop plan secret mission arrest jothi bhai compani undercov polic offic jothi bhai gang year abl trace hansika play arya neighbor name usha hansika motwani softwar engin hansika start romanc arya two undercov cop becam part mafia group earn trust two differ gang one day mafia group notic real fact mafia group know truth shiva chandra happen shiva chandra mafia group undercov cop surviv rest stori watch big screen
41b2618b-349c-11eb-a73e-780cb88b6f04,https://www.filmibeat.com/telugu/movies/cheliya.html,cheliya,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/cheliya-20170127110102-15515.jpg,"Action, Romance",7-Apr-17,U,"Karthi, Aditi Rao Hydari",mani ratnam,2.5,"Karthi, Aditi Rao Hydari, Shraddha Srinath, Rukmini Vijayakumar, RJ Balaji, Delhi Ganesh, Harish Raj, Vipin Sharma, Chinmayi","Mani Ratnam, A R Rahman, Sirivennela, Abhay Jodhpurkar",A R Rahman,Director/Producer Music Director/Singer Lyricst Singer Singer,"['కార్గిల్ యుద్ద నేపథ్యంగా పైలట్, డాక్టర్ మధ్య పీరియాడిక్ లవ్ స్టోరిని దర్శకుడు మణిరత్నం ఎంచ�..', 'On the whole, all those who like slow but emotional romantic dramas can surely give this film a shot but for others, Cheliyaa is just an average film this weekend.', 'A chink in the Armour is also the flight to freedom. Can it be that easy? Of course, there’s a follow up but yet, it remains unconvincing.']","Cheliya movie is a dubbed verison of Tamil movie Kaatru Veliyidai and it is a romantic action movie directed by Mani Ratnam. In which, Karthi and Aditi Rao Hydari are playing the lead role. AR Rahman composed music for this movie.StoryCheliya story is about the romance between an Air Force pilot and a doctor set against the backdrop of Kargil war. Varun ( Karthi ) is an Indian army pilot, who’s being held as prisoner in 1999 Kargil War. While in Rawalpindi jail, he recollects his love travel with doctor Leela (Aditi rao Hydari). Male egoistic attitude versus her mad love which demands an equal relationship between officer VC and Leela. Rest of the story narrated with flashback and in present day how he escapes from Pakistani prison.",3.75,action romance,2017,karthi  aditiraohydari,maniratnam,karthi  aditiraohydari  shraddhasrinath  rukminivijayakumar  rjbalaji  delhiganesh  harishraj  vipinsharma  chinmayi,maniratnam  arrahman  sirivennela  abhayjodhpurkar,cheliya movi dub verison tamil movi kaatru veliyidai romant action movi direct mani ratnam karthi aditi rao hydari play lead role rahman compos music movi storycheliya stori romanc air forc pilot doctor set backdrop kargil war varun karthi indian armi pilot held prison kargil war rawalpindi jail recollect love travel doctor leela aditi rao hydari male egoist attitud versu mad love demand equal relationship offic leela rest stori narrat flashback present day escap pakistani prison
44e73d03-349c-11eb-9172-780cb88b6f04,https://www.filmibeat.com/telugu/movies/o-pilla-nee-valla.html,o pilla nee valla,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/o-pilla-nee-valla-20170309130656-15838.jpg,"Action, Romance",26-May-17,,"Chaitanya Krishna, Rajesh Rathod",kishore,che,"Chaitanya Krishna, Rajesh Rathod, Monika Singh","Kishore, Sonti Kishore Kumar Reddy, Madhu Ponus",Sonti Kishore Kumar Reddy,Director Producer Music Director,[],"O Pilla Nee Valla Movie is a romantic action entertainer written and directed by kishore and produced by Sonti Kishore Kumar Reddy while Madhu Ponnas scored music for this movieKrishna Chaitanya, Rajesh Rathod and Monika Singh are playing the main lead roles in this movie.",4.25,action romance,2017,chaitanyakrishna  rajeshrathod,kishore,chaitanyakrishna  rajeshrathod  monikasingh,kishore  sontikishorekumarreddy  madhuponus,pilla nee valla movi romant action entertain written direct kishor produc sonti kishor kumar reddi madhu ponna score music moviekrishna chaitanya rajesh rathod monika singh play main lead role movi
46cd5ce2-349c-11eb-8a79-780cb88b6f04,https://www.filmibeat.com/telugu/movies/rarandoi-veduka-chudham.html,rarandoi veduka chudham,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/rarandoi-veduka-chudham-20170330105320-15904.jpg,"Action, Romance",26-May-17,U,"Naga Chaitanya, Rakul Preet Singh",kalyan krishna,3,"Naga Chaitanya, Rakul Preet Singh, Jagapati Babu, Sampath Raj, Kausalya, Vennela Kishore, Prudhvi Raj, Thagubothu Ramesh, Chalapathi Rao, Surekha Vani, Sree Mani","Kalyan Krishna, Nagarjuna Akkineni, Devi Sri Prasad, Ramajogaya Sastry",Nagarjuna Akkineni,Director Producer Music Director Lyricst Lyricst,"['రారండోయ్ వేడుకు చూద్దాం సినిమా రెండు కుటుంబాలు మధ్య చోటుచేసుకొన్న అపోహలు, అపార్థాలు, ఇద్దర�..', ""A wafer-thin and predictable story, 'RVC' comes with an excellent characterization of the heroine, and largely fine performances. Proper spacing of songs was needed. All said, there are elements that could appeal to family audiences."", 'On the whole, Rarandoi Veduka Chuddam is a decent family entertainer which has some good moments. It will surely take Chaitanya to the next league because of his improved stamina to hold a film together. Even though the first half is pretty ordinar..']","Rarandoi Veduka Chudham is a romantic action entertainer film directed by Kalyan Krishna and produced by Nagarjuna Akkineni under Annapurna Studios banner while Devi Sri Prasad scored music for this movieNaga Chaitanya and Rakul Preet Singh are played the main lead roles in this movie.StoryKrishna (Jagapathi Babu) and Adi (Sampath) are close friends. Due to a misunderstanding, they break their friendship. Krishna's son Shiva (Naga Chaitanya) and Adi's daughter Brahmaramba (Rakul Preet Singh) meet at a marriage function and Shiva falls in love with her.Both meet again when Brahmaramba goes to Vizag for studies. She tells him that she is not interested in a relationship with him. Shiva loves her, but in the fear of losing her, doesn't reveal his love to her. Later, Brahmaramba gets to know that Shiva loves her and decides to return to her home. How Shiva manages to convince her forms the rest of the story.",3.75,action romance,2017,nagachaitanya  rakulpreetsingh,kalyankrishna,nagachaitanya  rakulpreetsingh  jagapatibabu  sampathraj  kausalya  vennelakishore  prudhviraj  thagubothuramesh  chalapathirao  surekhavani  sreemani,kalyankrishna  nagarjunaakkineni  devisriprasad  ramajogayasastry,rarandoi veduka chudham romant action entertain film direct kalyan krishna produc nagarjuna akkineni annapurna studio banner devi sri prasad score music movienaga chaitanya rakul preet singh play main lead role movi storykrishna jagapathi babu adi sampath close friend due misunderstand break friendship krishna son shiva naga chaitanya adi daughter brahmaramba rakul preet singh meet marriag function shiva fall love meet brahmaramba goe vizag studi tell interest relationship shiva love fear lose reveal love later brahmaramba get know shiva love decid return home shiva manag convinc form rest stori
4a98a6af-349c-11eb-bd31-780cb88b6f04,https://www.filmibeat.com/telugu/movies/sriramudinta-srikrishnudanta.html,sriramudinta srikrishnudanta,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/sriramudinta-srikrishnudanta-20170524125700-16097.jpg,Romance,26-May-17,,"Shekar Varma, Deepthi Setty",naresh penta,che,"Shekar Varma, Deepthi Setty, Madhusudhan Rao, Mahadevan","Naresh Penta, K.N.Rao",K.N.Rao,Director/Music Director Producer,[],Sriramudinta Srikrishnudanta movie is a romantic family entertainer directed and music scored by Naresh Penta and produced by K.N.Rao under Gayathry Productions banner.Shekar Varma and Deepthi Setty are played the main lead roles along with Madhusudhan and Mahadevan are seen in supporting roles in this movie.,4.5,romance,2017,shekarvarma  deepthisetty,nareshpenta,shekarvarma  deepthisetty  madhusudhanrao  mahadevan,nareshpenta  k . n . rao,sriramudinta srikrishnudanta movi romant famili entertain direct music score naresh penta produc rao gayathri product banner shekar varma deepthi setti play main lead role along madhusudhan mahadevan seen support role movi
4c7c62be-349c-11eb-aed4-780cb88b6f04,https://www.filmibeat.com/telugu/movies/neelimalai.html,neelimalai,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/neelimalai-20170524154430-16098.jpg,"Action, Romance",26-May-17,,"Anand Krishna, Vrushali",surya kiran eladi,che,"Anand Krishna, Vrushali, Ali, Sai Kiran, Bhanuchander, Satyaprakash","Surya Kiran Eladi, Pallerla Anand, Sadive Devendra",Pallerla Anand,Director Producer Music Director,[],"Neelimalai movie is a romantic action entertainer directed by Surya Kiran Eladi and produced by Pallerla Anand under Neelima Production banner while Sadive Devendra scored music for this movie.Anand Krishna and Vrushali are played the main lead roles along with Satya Prakash, Ali, Bhanuchander, Saikiran are seen in supporting roles in this movie.",4.25,action romance,2017,anandkrishna  vrushali,suryakiraneladi,anandkrishna  vrushali  ali  saikiran  bhanuchander  satyaprakash,suryakiraneladi  pallerlaanand  sadivedevendra,neelimalai movi romant action entertain direct surya kiran eladi produc pallerla anand neelima product banner sadiv devendra score music movi anand krishna vrushali play main lead role along satya prakash ali bhanuchand saikiran seen support role movi
4ee488a5-349c-11eb-b5ee-780cb88b6f04,https://www.filmibeat.com/telugu/movies/keshava.html,keshava,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/keshava-20170330112724-15634.jpg,"Action, Thriller",19-May-17,U/A,"Nikhil Siddhartha, Ritu Varma",sudheer varma,3,"Nikhil Siddhartha, Ritu Varma, Isha Koppikar, Priyadarshi, Vennela Kishore, Ajay, Brahmaji, Raja Ravindra, Rao Ramesh, Ravi Prakaash","Sudheer Varma, Abhishek Nama, Sunny MR",Abhishek Nama,Director Producer Music Director,"['ఇక సాంకేతిక విషయాలకు వస్తే ఫొటోగ్రఫీ ఈ సినిమాకు ప్రధాన ఆకర్షణ. బ్యాక్ గ్రౌండ్ స్కోర్ ఈ చిత్ర..', 'On the whole, Nikhil once again lives up to his expectations and comes out with a different crime thriller. His performance is top notch and is the mainstay of the film. Stylish narration by Sudheer Varma, engaging first half and arresting visuals ..', ""Though it's a normal routine revenge drama, the director has chosen a novel theme which makes the story more interesting. Though the movie is worth watching, the director has failed to execute the way the movie has been portrayed before the release.""]","Keshava movie is a romantic thriller written and directed by Sudheer Varma and produced by Abhishek Nama under Abhishek Nama banner while Sunny MR scored music for this movieNikhil Siddhartha, Ritu Varma and Isha Koppikar are playing the main lead roles along with Priyadarshi, Vennela Kishore are seen in supporting roles.StoryKeshav Sharma (Nikhil Siddharth) is a law student, and has nobody but a sister who suffers from a physical disability. Keshava kills three police officers (Raja Ravindra and two others) with the help of his childhood friend Satyabhama (Ritu Varma).Keshava's murders become a sensational matter. A special investigation team will be set up to investigate the murders. The main investigator (Isha Koppikar) will eventually arrest Keshava. She confirms that he is responsible for the killings. But the authorities are ordered to release Keshava in the absence of evidence.But the investigating officer finds out that two other police officers (Bahmji, Ajay) are in Keshava's list. The SIT team will take action to protect the two police officers. Why is Keshava killing the police officers? How did Keshava lose his parents? The answers of the above will unveil in due course of the movie.",4,action thriller,2017,nikhilsiddhartha  rituvarma,sudheervarma,nikhilsiddhartha  rituvarma  ishakoppikar  priyadarshi  vennelakishore  ajay  brahmaji  rajaravindra  raoramesh  raviprakaash,sudheervarma  abhisheknama  sunnymr,keshava movi romant thriller written direct sudheer varma produc abhishek nama abhishek nama banner sunni score music movienikhil siddhartha ritu varma isha koppikar play main lead role along priyadarshi vennela kishor seen support role storykeshav sharma nikhil siddharth law student nobodi sister suffer physic disabl keshava kill three polic offic raja ravindra two other help childhood friend satyabhama ritu varma keshava murder becom sensat matter special investig team set investig murder main investig isha koppikar eventu arrest keshava confirm respons kill author order releas keshava absenc evid investig offic find two polic offic bahmji ajay keshava list sit team take action protect two polic offic keshava kill polic offic keshava lose parent answer unveil due cours movi
510787c2-349c-11eb-b3dc-780cb88b6f04,https://www.filmibeat.com/telugu/movies/kalpana-3.html,kalpana-3,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/kalpana-3-20170518140155-16073.jpg,Horror,19-May-17,A,"Upendra, Avantika Shetty",r anantharaju,che,"Upendra, Avantika Shetty, Priyamani, Shobaraj, Kuri Pratap","R Anantharaju, Tummalapalli Rama Satyanarayana, Arjun Janya",Tummalapalli Rama Satyanarayana,Director Producer Music Director,[],"Kalpana 3 movie is a dubbed version of Kannada movie Kalpana 2 and it is a horror comedy film directed by R Anantha Raju and produced by Tummalapalli Rama Satyanarayana while Arjun Janya scored music for this movie.Upendra, Priyamani and Aavanthika Shetty are playing the main lead roles.StoryUpendra works as a camera man in a TV channel with an interesting bunch of colleagues played by Aavanthika Shetty, Kuri Parthap. As they go about their business, one day they are forced to enter a haunted house (unintentionally) as a part of their work schedule and return after witnessing a horror unfold in front of their eyes.Needless to say, after a few days they discover that both Upendra and Aavanthika Shetty are possessed by different spirits seeking vengeance. Who are those ghosts and what do they want forms the crux of the story.",4,horror,2017,upendra  avantikashetty,ranantharaju,upendra  avantikashetty  priyamani  shobaraj  kuripratap,ranantharaju  tummalapalliramasatyanarayana  arjunjanya,kalpana movi dub version kannada movi kalpana horror comedi film direct anantha raju produc tummalap rama satyanarayana arjun janya score music movi upendra priyamani aavanthika shetti play main lead role storyupendra work camera man channel interest bunch colleagu play aavanthika shetti kuri parthap busi one day forc enter haunt hous unintent part work schedul return wit horror unfold front eye needless say day discov upendra aavanthika shetti possess differ spirit seek vengeanc ghost want form crux stori
53455833-349c-11eb-b61f-780cb88b6f04,https://www.filmibeat.com/telugu/movies/mixture-potlam.html,mixture potlam,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/mixture-potlam-20170518141552-16074.jpg,"Comedy, Romance",19-May-17,U/A,"Jayanth, Shweta Basu Prasad",satish kumar m.v,che,"Jayanth, Shweta Basu Prasad, Posani Krishna Murali, Ali, Krishna Bhagawan, Bhadram, Bhanuchander, Suman","Satish Kumar M.V, Lakshmi Prasad, Srinivas Rao, Madavapeddi Suresh",Lakshmi Prasad,Director Producer Producer Music Director,[],"Mixture Potlam movie is a romantic comedy entertainer directed by Satish Kumar M.V and jointly produced by Lakshmi Prasad, Veeranna, Srinivas Rao under the banner Godavari Cine Tone while Madhavapeddi Suresh Chandra scored music for this movie.Jayanth and Shwetha Basu Prasad are playing the main lead roles along with Bhanu Chander, Ali, Krishna Bhagawan are seen in supporting roles in this movie.",4.5,comedy romance,2017,jayanth  shwetabasuprasad,satishkumarm . v,jayanth  shwetabasuprasad  posanikrishnamurali  ali  krishnabhagawan  bhadram  bhanuchander  suman,satishkumarm . v  lakshmiprasad  srinivasrao  madavapeddisuresh,mixtur potlam movi romant comedi entertain direct satish kumar jointli produc lakshmi prasad veeranna sriniva rao banner godavari cine tone madhavapeddi suresh chandra score music movi jayanth shwetha basu prasad play main lead role along bhanu chander ali krishna bhagawan seen support role movi
55727001-349c-11eb-90e5-780cb88b6f04,https://www.filmibeat.com/telugu/movies/tik-tak.html,tik tak,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/tik-tak-20170518143120-16076.jpg,Horror,19-May-17,U/A,"Harinath Policherla, Nishi Ganda",harinath policherla,che,"Harinath Policherla, Nishi Ganda, Mounika","Harinath Policherla, Mill",Mill,Director/Producer Music Director,[],"Tick Tock is a romantic horror movie directed and produced by Haranath Policherla while Mill scored music for this movie.Haranath Policherla, Nishi Ganda and Mounika are playing the main lead roles in this movie.",4.25,horror,2017,harinathpolicherla  nishiganda,harinathpolicherla,harinathpolicherla  nishiganda  mounika,harinathpolicherla  mill,tick tock romant horror movi direct produc haranath policherla mill score music movi haranath policherla nishi ganda mounika play main lead role movi
584c73e8-349c-11eb-a3f4-780cb88b6f04,https://www.filmibeat.com/telugu/movies/venkatapuram.html,venkatapuram,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/venkatapuram-20170210113922-15738.jpg,"Action, Thriller",12-May-17,,"Rahul, Mahima Makhwana",venu madikanti,3,"Rahul, Mahima Makhwana, Ajay, Ajaygosh","Venu Madikanti, Good Friends, Achu",Good Friends,Director Producer Music Director,"['దర్శకుడు వేణు ఎంచుకొన్న కథ బాగుంది. కానీ దానికి తగినట్టు స్క్రీన్\u200cప్లే లేకపోవడం సినిమాలో క�..', 'On the whole, Venkatapuram has a decent premise and good suspense elements in the second half. Rahul does well in his comeback film but director Venu’s narration should have been a bit crisp as the film belongs to the thriller genre. If you keep ..']","Venkatapuram movie is a crime thriller written and directed by Venu Madikanti and produced by Good Cinema Group banner while Achu scored music for this movie.Rahul and Mahima Makhwana are playing the main lead roles along with Ajay, Ajay Gosh are seen in supporting roles in this movie.",3.5,action thriller,2017,rahul  mahimamakhwana,venumadikanti,rahul  mahimamakhwana  ajay  ajaygosh,venumadikanti  goodfriends  achu,venkatapuram movi crime thriller written direct venu madikanti produc good cinema group banner achu score music movi rahul mahima makhwana play main lead role along ajay ajay gosh seen support role movi
5af61f61-349c-11eb-b3ac-780cb88b6f04,https://www.filmibeat.com/telugu/movies/radha.html,radha,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/radha-20170224154009-15796.jpg,"Action, Romance",12-May-17,U,"Sharwanand, Lavanya Tripathi",chandra mohan,che,"Sharwanand, Lavanya Tripathi","Chandra Mohan, B V N S Prasad, Karthik Ghattamaneni",B V N S Prasad,Director Producer Music Director,[],Radha is a romantic entertainer directed by Chandra Mohan and produced by BVSN Prasad while Karthik Ghattamaneni scored music for this movieSharwanand and Lavanya Tripathi are played the main lead roles in this movie.,3.5,action romance,2017,sharwanand  lavanyatripathi,chandramohan,sharwanand  lavanyatripathi,chandramohan  bvnsprasad  karthikghattamaneni,radha romant entertain direct chandra mohan produc bvsn prasad karthik ghattamaneni score music moviesharwanand lavanya tripathi play main lead role movi
5d09b0db-349c-11eb-9516-780cb88b6f04,https://www.filmibeat.com/telugu/movies/rakshaka-bhatudu.html,rakshaka bhatudu,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/rakshaka-bhatudu-20170403140153-15917.jpg,"Action, Comedy",12-May-17,,"Sunil, Prabhakar",vamsi krishna,che,"Sunil, Prabhakar, Richa Panai, Brahmanandam, Brahmaji, Chitram Sreenu, Dhanraj, Supreet","Vamsi Krishna, Gururaj, Sekhar Chandra",Gururaj,Director Producer Music Director,[],"Rakshaka Bhatudu is a action entertainer movie written and directed by Vamsi Krishna Akella and produced by A. Gururaj while Shekar Chandra scored music for this movie. Sunil done the guest appearance in this movie.Bahaubali Prabhakar and Richa Panai are played the main lead roles along with Brahmaji, Brahmanandam, Dhanraj, Supreeth, Raghu Karumanchi, Chitram Srinu are played the supporting roles in this movie.",3.75,action comedy,2017,sunil  prabhakar,vamsikrishna,sunil  prabhakar  richapanai  brahmanandam  brahmaji  chitramsreenu  dhanraj  supreet,vamsikrishna  gururaj  sekharchandra,rakshaka bhatudu action entertain movi written direct vamsi krishna akella produc gururaj shekar chandra score music movi sunil done guest appear movi bahaubali prabhakar richa panai play main lead role along brahmaji brahmanandam dhanraj supreeth raghu karumanchi chitram srinu play support role movi
